Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,HBName,Year,Quarter_single
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4807,7643,1.589972956,NA,4778,14586,3.052741733,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4733,7848,1.65814494,NA,4683,14976,3.197950032,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4768,7833,1.642827181,NA,4689,16114,3.436553636,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4658,7509,1.612065264,NA,4617,15870,3.437296946,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4661,7901,1.6951298,NA,4650,15885,3.416129032,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5769,10385,1.800138672,NA,5709,22101,3.871255912,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5755,10878,1.89018245,NA,5702,23336,4.092599088,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5911,10879,1.840466926,NA,5833,22765,3.902794445,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,6012,11279,1.876081171,NA,5923,24668,4.164781361,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5691,10635,1.868740116,NA,5645,22398,3.967759079,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5793,10585,1.827205248,NA,5736,22450,3.913877266,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,6070,10152,1.672487644,NA,5989,22187,3.704625146,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,6130,10583,1.726427406,NA,6041,23107,3.825028969,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5768,10571,1.832697642,NA,5709,23728,4.156244526,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5191,9026,1.738778655,NA,5154,20910,4.057043073,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,4591,6414,1.397081246,NA,4472,14773,3.303443649,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5414,8463,1.56316956,NA,5341,19759,3.699494477,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5074,8616,1.698068585,NA,5034,21175,4.206396504,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5251,9312,1.7733765,NA,5161,20566,3.98488665,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,6028,9585,1.590079628,NA,5932,22007,3.709878624,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5623,9911,1.762582251,NA,5543,23256,4.19556197,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5271,9875,1.873458547,NA,5237,22485,4.293488639,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,4886,9481,1.940442079,NA,4827,21076,4.366273047,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,5052,9725,1.924980206,NA,4979,21306,4.279172525,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,4972,9602,1.931214803,NA,4901,21240,4.333809427,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,40-49 years,4793,9670,2.017525558,NA,4757,23883,5.020601219,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8819,18725,2.123256605,NA,8712,42570,4.886363636,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8786,19900,2.264966993,NA,8677,45114,5.199262418,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8778,19110,2.177033493,NA,8622,41626,4.827882162,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8704,18764,2.155790441,NA,8539,41146,4.818597025,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8808,18265,2.073683015,NA,8715,46024,5.281009753,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,9110,19071,2.093413831,NA,8960,44138,4.926116071,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,9059,17454,1.926702727,NA,8930,40088,4.489137738,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,9214,17712,1.922292164,NA,9105,42199,4.634706205,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8887,17615,1.982108698,NA,8781,43375,4.93964241,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8245,18027,2.18641601,NA,8188,44824,5.474352711,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,7023,12125,1.726470169,NA,6846,31344,4.578439965,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8300,15500,1.86746988,NA,8150,37913,4.65190184,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8135,16547,2.0340504,NA,8018,40759,5.083437266,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8080,17218,2.130940594,NA,7886,45387,5.755389297,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,9006,17057,1.893959583,NA,8874,45438,5.120351589,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,8491,18187,2.141914969,NA,8328,46538,5.588136407,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,7944,18081,2.276057402,NA,7908,46515,5.882018209,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,7669,17081,2.227278654,NA,7513,41667,5.545986956,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,7843,17345,2.211526202,NA,7742,45471,5.873288556,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,7822,17200,2.198926106,NA,7728,45566,5.896221532,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,50-59 years,7882,17353,2.201598579,NA,7779,43571,5.601105541,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9759,25393,2.602008403,NA,9540,67852,7.112368973,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9865,25348,2.569488089,NA,9717,67561,6.952866111,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9635,24389,2.531292164,NA,9506,67229,7.072270145,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9596,24238,2.525844102,NA,9420,61516,6.530360934,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9881,25245,2.55490335,NA,9693,65158,6.722170639,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9973,24763,2.483004111,NA,9799,67540,6.8925400550000004,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,10255,25147,2.452169673,NA,10092,69400,6.876734047,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,10306,23767,2.30613235,NA,10112,69369,6.860067247,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,10414,24566,2.358939889,NA,10254,67760,6.608152916,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9187,23185,2.523674758,NA,9183,70747,7.704127192,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,7568,15243,2.014138478,NA,7303,46955,6.4295495,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9121,19782,2.168841136,NA,8950,58202,6.50301676,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,8526,20103,2.357846587,NA,8393,58479,6.967592041,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,8741,20909,2.392060405,NA,8535,60758,7.118687756,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9794,22969,2.345211354,NA,9598,61456,6.403000625,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9603,22892,2.383838384,NA,9460,66360,7.014799154,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9379,24825,2.646870669,NA,9297,69933,7.522103904,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,8987,23244,2.586402582,NA,8813,64004,7.262453194,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9504,23769,2.50094697,NA,9297,69229,7.446380553,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9701,26002,2.680342233,NA,9577,71719,7.488670774,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,60-69 years,9677,26475,2.735868554,NA,9542,73861,7.740620415,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12657,34752,2.74567433,NA,12410,118279,9.530942788,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,13046,38990,2.988655527,NA,12852,122468,9.529100529,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12398,37186,2.999354735,NA,12295,122319,9.948678325,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12412,35260,2.840799227,NA,12126,110895,9.145225136,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12790,36556,2.858170446,NA,12539,117563,9.375787543,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12761,34678,2.717498629,NA,12632,116588,9.229575681,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12978,34078,2.625828325,NA,12732,113359,8.903471568,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12935,35013,2.706841902,NA,12682,115446,9.103138306,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,13554,37008,2.730411687,NA,13250,123861,9.348,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11990,34565,2.882819016,NA,12095,126201,10.43414634,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,9443,21267,2.252144446,NA,9179,84833,9.2420743,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11740,27660,2.3560477,NA,11456,95270,8.316166201,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11489,32242,2.806336496,NA,11318,105336,9.30694469,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11129,33170,2.980501393,NA,10918,110702,10.13940282,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12496,32418,2.594270166,NA,12148,107941,8.885495555,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12134,34011,2.802950387,NA,11965,110713,9.253071458,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11864,34227,2.884946055,NA,11640,117042,10.05515464,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11189,34734,3.104298865,NA,11072,117032,10.57008671,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12095,36386,3.008350558,NA,11893,127017,10.67997982,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,11884,35943,3.024486705,NA,11716,120047,10.24641516,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,70-79 years,12213,38599,3.160484729,NA,12087,127542,10.55199801,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,13143,39793,3.027695351,NA,12614,165258,13.10115744,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12841,40521,3.155595359,NA,12893,177393,13.7588614,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12283,37877,3.083692909,NA,12204,166103,13.61053753,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12135,37362,3.078862794,NA,11885,152934,12.86781658,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12934,40387,3.12254523,NA,12599,162669,12.9112628,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12723,42343,3.32806728,NA,12643,169859,13.43502333,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12571,37161,2.956089412,NA,12370,157418,12.7257882,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12756,36292,2.845092505,NA,12486,154637,12.38483101,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,13579,39279,2.892628323,NA,13178,166357,12.62384277,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12016,38930,3.239846871,NA,12512,183947,14.70164642,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,9564,25581,2.674717691,NA,9148,112733,12.32324005,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11453,30272,2.643150266,NA,11178,128611,11.50572553,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11493,34609,3.011311233,NA,11263,143001,12.69652846,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,10799,36725,3.40077785,NA,10600,151132,14.25773585,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,12248,34023,2.77784128,NA,12030,151350,12.58104738,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11772,36134,3.069486918,NA,11580,148418,12.81675302,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11877,39715,3.343857877,NA,11680,164587,14.09135274,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11397,41061,3.602790208,NA,11130,163714,14.70925427,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11553,40894,3.539686661,NA,11506,170469,14.81566139,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11426,41419,3.62497812,NA,11238,167292,14.8862787,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,80-89 years,11630,44479,3.824505589,NA,11593,177335,15.29673079,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,4146,13758,3.318379161,NA,3981,66496,16.70334087,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,4101,14320,3.491831261,NA,4147,70807,17.07427056,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3630,11587,3.192011019,NA,3618,61011,16.86318408,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3703,12294,3.320010802,NA,3590,59575,16.59470752,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,4052,13487,3.328479763,NA,3971,65145,16.40518761,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,4019,13513,3.362279174,NA,4000,65678,16.4195,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3918,12548,3.202654416,NA,3876,63780,16.45510836,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,4003,12701,3.172870347,NA,3892,61247,15.73663926,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,4239,12437,2.933946686,NA,4161,66069,15.87815429,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3782,12861,3.400581703,NA,4032,74302,18.4280754,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,2845,7991,2.808787346,NA,2696,40640,15.07418398,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3544,9850,2.779345372,NA,3448,47257,13.70562645,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3615,11610,3.211618257,NA,3473,52879,15.22574143,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3580,12991,3.62877095,NA,3603,62052,17.22231474,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3777,11645,3.083134763,NA,3664,55206,15.06713974,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3622,11341,3.131143015,NA,3535,54772,15.49420085,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3751,13167,3.51026393,NA,3688,65048,17.63774403,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3769,14474,3.840275935,NA,3656,67357,18.42368709,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3773,14218,3.768354095,NA,3762,71544,19.01754386,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3722,14801,3.97662547,NA,3734,72187,19.33235137,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,90 years and over,3854,15100,3.918007265,NA,3785,68132,18.0005284,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,753,2124,2.820717131,NA,706,1887,2.672804533,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,802,2026,2.526184539,NA,761,2147,2.821287779,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,1066,2084,1.954971857,NA,1030,2291,2.224271845,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,961,1901,1.978147763,NA,926,2189,2.363930886,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,844,1918,2.272511848,NA,798,1911,2.394736842,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,814,1681,2.065110565,NA,776,1919,2.472938144,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,1023,1806,1.765395894,NA,991,1942,1.959636731,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,1014,1426,1.406311637,NA,999,1751,1.752752753,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,778,1506,1.935732648,NA,755,2258,2.990728477,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,755,1680,2.225165563,NA,739,2135,2.889039242,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,533,1304,2.446529081,NA,504,1024,2.031746032,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,845,1281,1.515976331,NA,830,1648,1.985542169,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,684,1307,1.910818713,NA,654,1903,2.909785933,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,601,904,1.504159734,NA,593,1051,1.772344013,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,885,1191,1.345762712,NA,872,1706,1.956422018,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,828,1416,1.710144928,NA,813,1629,2.003690037,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,776,1511,1.947164948,NA,736,1639,2.226902174,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,670,1149,1.714925373,NA,663,1692,2.552036199,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,796,1433,1.800251256,NA,764,1688,2.209424084,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,823,1501,1.82381531,NA,801,1837,2.293383271,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,0-9 years,779,1747,2.242618742,NA,744,2085,2.802419355,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1748,2334,1.335240275,NA,1722,3671,2.131823461,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1552,2183,1.406572165,NA,1524,3355,2.20144357,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1700,2266,1.332941176,NA,1664,3275,1.968149038,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1826,2648,1.450164294,NA,1814,3981,2.194597574,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1705,2320,1.360703812,NA,1682,3162,1.879904875,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1617,2247,1.38961039,NA,1605,3232,2.013707165,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1787,2667,1.492445439,NA,1769,3635,2.054833239,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1835,2378,1.2959128070000001,NA,1820,3751,2.060989011,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1621,2180,1.344848859,NA,1613,3634,2.252944823,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1455,2088,1.435051546,NA,1447,3890,2.688320663,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1055,1327,1.257819905,NA,1033,2158,2.089060987,NA,NA,2020,Q2
